SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.2600, 26, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51410002, -0.19100000, -0.11939999, 0.00400000, -0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2700, 27, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51410002, -0.19110000, -0.11930000, 0.00100000, -0.00100000, 0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.2600, 26, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80979997, -0.57760000, 0.03470000, -0.09570000, 0.00300000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.2700, 27, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03470000, -0.09570000, 0.00100000, 0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2800, 28, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51410002, -0.19110000, -0.11930000, 0.00100000, -0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2900, 29, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51410002, -0.19110000, -0.11930000, -0.00100000, -0.00200000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.2800, 28, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03470000, -0.09559999, -0.00100000, 0.00000000, -0.00400000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3000, 30, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51410002, -0.19110000, -0.11920000, 0.00000000, -0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.2900, 29, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03470000, -0.09559999, 0.00100000, 0.00000000, -0.00500000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3100, 31, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51410002, -0.19110000, -0.11920000, -0.00100000, -0.00200000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.3000, 30, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03470000, -0.09550000, -0.00200000, 0.00100000, -0.00300000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.3100, 31, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03460000, -0.09550000, 0.00000000, 0.00000000, -0.00400000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3200, 32, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51400000, -0.19119999, -0.11920000, -0.00400000, -0.00100000, 0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.3200, 32, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03440000, -0.09550000, 0.00300000, -0.00200000, -0.00200000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3300, 33, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82749999, -0.51400000, -0.19119999, -0.11920000, -0.00100000, -0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.3300, 33, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03420000, -0.09559999, 0.00400000, -0.00100000, -0.00200000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3400, 34, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82760000, -0.51400000, -0.19119999, -0.11920000, 0.00000000, -0.00100000, 0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.3400, 34, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03400000, -0.09570000, 0.00600000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3500, 35, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82760000, -0.51400000, -0.19119999, -0.11920000, 0.00300000, -0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3600, 36, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82760000, -0.51400000, -0.19119999, -0.11920000, 0.00500000, -0.00200000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.3500, 35, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03400000, -0.09570000, 0.00000000, -0.00100000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, 0.3600, 36, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.80989999, -0.57760000, 0.03400000, -0.09570000, 0.00000000, -0.00100000, -0.00500000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3700, 37, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.82760000, -0.51400000, -0.19119999, -0.11920000, 0.00100000, -0.00200000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
