SensorId, QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g)
2.0,0.63690001,-0.76889998,-0.0396,0.0375,0.004,0.005,0.009
2.0,0.63690001,-0.76889998,-0.0396,0.0375,0.003,0.003,0.009
2.0,0.63690001,-0.76889998,-0.0395,0.0375,0.004,0.0,0.008
2.0,0.63690001,-0.76889998,-0.0395,0.0376,0.005,0.001,0.005
2.0,0.63679999,-0.76899999,-0.0394,0.0377,0.005,0.003,0.003
2.0,0.63669997,-0.76909995,-0.0394,0.0377,0.004,0.005,0.001
2.0,0.63659996,-0.76909995,-0.0394,0.0378,-0.001,0.005,0.004
2.0,0.63659996,-0.76919997,-0.0394,0.0379,-0.005,0.005,0.005
2.0,0.63659996,-0.76919997,-0.0394,0.0379,-0.006,0.002,0.005
2.0,0.63659996,-0.76919997,-0.0395,0.038,-0.005,0.002,0.004
2.0,0.63659996,-0.76919997,-0.0395,0.0381,-0.003,0.001,0.005
2.0,0.63659996,-0.76919997,-0.0395,0.0381,0.0,0.001,0.007
2.0,0.6365,-0.76919997,-0.0395,0.0382,-0.001,0.002,0.006
2.0,0.6365,-0.76919997,-0.0394,0.0383,-0.001,0.001,0.005
2.0,0.6365,-0.76919997,-0.0394,0.0383,0.0,0.0,0.007
2.0,0.6365,-0.76919997,-0.0393,0.0384,0.001,0.0,0.004
2.0,0.63639998,-0.76929998,-0.0392,0.0385,0.001,0.0,0.004
2.0,0.63639998,-0.76929998,-0.0391,0.0386,0.0,0.0,0.006
2.0,0.63639998,-0.76929998,-0.0389,0.0386,0.003,0.003,0.005
2.0,0.63629997,-0.7694,-0.0388,0.0387,0.003,0.004,0.004
2.0,0.63629997,-0.7694,-0.0386,0.0387,0.005,0.003,0.004
2.0,0.63620001,-0.76949996,-0.0385,0.0388,0.005,0.005,0.004
2.0,0.63620001,-0.76949996,-0.0384,0.0388,0.003,0.007,0.004
2.0,0.63620001,-0.76949996,-0.0383,0.0388,0.004,0.007,0.006
2.0,0.63620001,-0.76949996,-0.0382,0.0387,0.003,0.005,0.008
2.0,0.63620001,-0.76949996,-0.038,0.0387,0.003,0.004,0.007
2.0,0.63609999,-0.76959997,-0.0378,0.0388,0.005,0.005,0.006
2.0,0.63609999,-0.76959997,-0.0376,0.0388,0.006,0.004,0.005
2.0,0.63609999,-0.76969999,-0.0374,0.0388,0.003,0.003,0.002
2.0,0.63599998,-0.76969999,-0.0373,0.0388,0.0,0.002,0.002
2.0,0.63599998,-0.76969999,-0.0372,0.0387,-0.002,0.003,0.003
2.0,0.63599998,-0.76980001,-0.0371,0.0387,-0.004,0.0,0.003
2.0,0.63589996,-0.76980001,-0.0369,0.0387,-0.002,-0.001,0.003
2.0,0.63589996,-0.76980001,-0.0367,0.0387,0.0,-0.001,0.002
2.0,0.63589996,-0.76980001,-0.0366,0.0387,0.0,0.0,0.002
2.0,0.63589996,-0.76989996,-0.0364,0.0387,-0.003,0.0,0.001
2.0,0.6358,-0.76989996,-0.0363,0.0388,-0.005,0.0,0.0
2.0,0.6358,-0.76989996,-0.0362,0.0388,-0.006,0.0,0.001
2.0,0.6358,-0.76989996,-0.036,0.0389,-0.004,-0.001,0.001
2.0,0.6358,-0.76999998,-0.0358,0.039,-0.003,0.0,0.0
2.0,0.63569999,-0.76999998,-0.0356,0.0391,-0.001,0.002,0.001
2.0,0.63569999,-0.76999998,-0.0355,0.0392,-0.004,0.004,0.002
2.0,0.63569999,-0.76999998,-0.0353,0.0393,-0.003,0.003,0.004
2.0,0.63569999,-0.76999998,-0.0351,0.0393,0.001,0.001,0.006
2.0,0.63569999,-0.76999998,-0.0349,0.0394,0.005,0.0,0.003
2.0,0.63569999,-0.7701,-0.0346,0.0395,0.008,0.0,0.0
2.0,0.63569999,-0.7701,-0.0343,0.0396,0.01,0.0,-0.001
2.0,0.63569999,-0.7701,-0.034,0.0397,0.011,0.0,0.0
2.0,0.63559997,-0.7701,-0.0338,0.0397,0.012,0.001,0.0
2.0,0.63559997,-0.77019995,-0.0335,0.0398,0.011,0.004,-0.001
2.0,0.63559997,-0.77019995,-0.0332,0.0399,0.014,0.005,0.0
2.0,0.63559997,-0.77019995,-0.0329,0.04,0.015,0.007,0.0
2.0,0.63559997,-0.77019995,-0.0327,0.04,0.015,0.007,0.0
2.0,0.63559997,-0.77019995,-0.0325,0.04,0.01,0.005,0.0
2.0,0.63569999,-0.7701,-0.0324,0.04,0.007,0.001,0.002
2.0,0.6358,-0.7701,-0.0322,0.0399,0.007,0.001,0.003
2.0,0.63589996,-0.76999998,-0.032,0.0398,0.005,0.0,0.003
2.0,0.63589996,-0.76999998,-0.0319,0.0398,0.006,0.003,0.002
2.0,0.63599998,-0.76989996,-0.0318,0.0398,0.007,0.005,0.004
2.0,0.63609999,-0.76980001,-0.0317,0.0397,0.004,0.003,0.004
2.0,0.63609999,-0.76980001,-0.0317,0.0397,0.001,0.004,0.002
2.0,0.63620001,-0.76980001,-0.0317,0.0396,0.0,0.006,0.001
2.0,0.63620001,-0.76969999,-0.0318,0.0396,0.001,0.003,0.002
2.0,0.63629997,-0.76969999,-0.0318,0.0395,0.001,0.0,0.003
2.0,0.63639998,-0.76959997,-0.0318,0.0395,0.004,0.0,0.002
2.0,0.6365,-0.76949996,-0.0317,0.0394,0.006,0.001,0.003
2.0,0.6365,-0.76949996,-0.0317,0.0394,0.006,0.001,0.002
2.0,0.63659996,-0.7694,-0.0318,0.0393,0.005,0.002,0.002
2.0,0.63669997,-0.7694,-0.0318,0.0392,0.005,0.0,0.004
2.0,0.63679999,-0.76929998,-0.0317,0.0392,0.005,0.002,0.006
2.0,0.63690001,-0.76919997,-0.0317,0.0392,0.005,0.004,0.003
2.0,0.63690001,-0.76919997,-0.0317,0.0391,0.006,0.005,0.003
2.0,0.63699996,-0.76909995,-0.0317,0.0391,0.007,0.004,0.004
2.0,0.63709998,-0.76899999,-0.0317,0.039,0.004,0.003,0.004
2.0,0.6372,-0.76899999,-0.0317,0.039,0.003,0.001,0.005
2.0,0.63729995,-0.76889998,-0.0317,0.0389,0.004,0.001,0.005
2.0,0.63739997,-0.76879996,-0.0315,0.0389,0.006,0.002,0.003
2.0,0.63749999,-0.7687,-0.0315,0.0389,0.006,0.004,0.003
2.0,0.63749999,-0.7687,-0.0314,0.0389,0.007,0.006,0.004
2.0,0.6376,-0.7687,-0.0314,0.0389,0.006,0.007,0.005
2.0,0.63769996,-0.76859999,-0.0314,0.0389,0.004,0.005,0.005
2.0,0.63779998,-0.76849997,-0.0314,0.0389,0.004,0.001,0.005
2.0,0.63789999,-0.76839995,-0.0314,0.0388,0.004,0.001,0.004
2.0,0.63800001,-0.7683,-0.0314,0.0388,0.004,0.001,0.005
2.0,0.63809997,-0.7683,-0.0315,0.0387,0.003,0.001,0.004
2.0,0.63819999,-0.76819998,-0.0316,0.0387,0.0,0.002,0.006
2.0,0.6383,-0.76809996,-0.0317,0.0387,-0.002,0.001,0.007
2.0,0.63839996,-0.76800001,-0.0318,0.0387,-0.003,0.0,0.005
2.0,0.63839996,-0.76789999,-0.0318,0.0387,0.0,0.0,0.003
2.0,0.63849998,-0.76789999,-0.0318,0.0388,0.0,0.0,0.002
2.0,0.63859999,-0.76779997,-0.0317,0.0389,0.003,0.003,0.005
2.0,0.63859999,-0.76779997,-0.0317,0.0389,0.004,0.004,0.004
2.0,0.63870001,-0.76779997,-0.0317,0.039,0.004,0.005,0.004
2.0,0.63870001,-0.76769996,-0.0317,0.039,0.002,0.004,0.004
2.0,0.63879997,-0.7676,-0.0318,0.039,0.0,0.003,0.006
2.0,0.63889998,-0.7676,-0.032,0.0389,-0.002,0.006,0.007
2.0,0.639,-0.76749998,-0.0321,0.0389,-0.006,0.003,0.01
2.0,0.63909996,-0.76739997,-0.0324,0.0389,-0.009,0.001,0.01
2.0,0.63919997,-0.76730001,-0.0326,0.0389,-0.007,0.0,0.011
2.0,0.63919997,-0.76719999,-0.0327,0.0389,-0.004,0.0,0.008
2.0,0.63929999,-0.76719999,-0.0329,0.0389,-0.002,0.0,0.006
2.0,0.63929999,-0.76719999,-0.033,0.039,-0.001,0.0,0.004
2.0,0.63929999,-0.76719999,-0.0331,0.039,-0.004,0.003,0.004
2.0,0.63929999,-0.76709998,-0.0333,0.039,-0.012,0.004,0.005
2.0,0.63929999,-0.76709998,-0.0335,0.0391,-0.016,0.006,0.004
2.0,0.63940001,-0.76709998,-0.0337,0.0391,-0.012,0.004,0.006
2.0,0.63940001,-0.76699996,-0.0339,0.0392,-0.009,0.001,0.007
2.0,0.63949996,-0.7669,-0.0341,0.0392,-0.004,0.0,0.009
2.0,0.63949996,-0.7669,-0.0343,0.0393,-0.002,-0.003,0.007
2.0,0.63959998,-0.7669,-0.0344,0.0393,0.002,-0.002,0.006
2.0,0.63959998,-0.7669,-0.0344,0.0394,0.006,-0.001,0.005
2.0,0.63959998,-0.7669,-0.0345,0.0395,0.005,0.0,0.003
2.0,0.63949996,-0.7669,-0.0345,0.0395,0.002,0.005,0.001
2.0,0.63949996,-0.7669,-0.0346,0.0396,0.0,0.008,0.002
2.0,0.63949996,-0.7669,-0.0347,0.0396,0.001,0.005,0.005
2.0,0.63959998,-0.76679999,-0.0348,0.0396,0.0,0.002,0.005
2.0,0.63959998,-0.76679999,-0.035,0.0395,0.0,0.0,0.003
2.0,0.6397,-0.76669997,-0.0351,0.0395,0.001,-0.001,0.004
2.0,0.63980001,-0.76669997,-0.0351,0.0395,0.004,-0.001,0.007
2.0,0.63980001,-0.76659995,-0.0351,0.0395,0.005,0.002,0.008
2.0,0.63989997,-0.76659995,-0.0351,0.0395,0.003,0.003,0.008
2.0,0.63989997,-0.76659995,-0.0351,0.0396,0.0,0.004,0.006
2.0,0.63989997,-0.76659995,-0.0351,0.0396,0.0,0.004,0.004
2.0,0.63980001,-0.76659995,-0.0351,0.0397,-0.001,0.001,0.0
2.0,0.63980001,-0.76659995,-0.0351,0.0398,-0.003,0.0,0.0
2.0,0.63980001,-0.76659995,-0.0352,0.0398,-0.001,0.002,0.0
2.0,0.63989997,-0.76659995,-0.0353,0.0398,0.0,0.004,0.004
2.0,0.63989997,-0.7665,-0.0353,0.0397,0.002,0.004,0.006
2.0,0.63989997,-0.7665,-0.0354,0.0397,0.004,0.003,0.006
2.0,0.63999999,-0.7665,-0.0354,0.0396,0.01,0.006,0.005
2.0,0.63999999,-0.76639998,-0.0354,0.0396,0.01,0.006,0.005
2.0,0.63999999,-0.76639998,-0.0354,0.0395,0.008,0.004,0.004
2.0,0.6401,-0.76639998,-0.0354,0.0394,0.004,0.004,0.004
2.0,0.6401,-0.76639998,-0.0355,0.0394,-0.002,0.002,0.003
2.0,0.6401,-0.76629996,-0.0357,0.0394,-0.008,0.0,0.003
2.0,0.64019996,-0.76629996,-0.0359,0.0394,-0.011,0.002,0.003
2.0,0.64019996,-0.76629996,-0.036,0.0393,-0.012,0.011,0.004
2.0,0.64019996,-0.76629996,-0.0361,0.0393,-0.011,0.012,0.01
2.0,0.64019996,-0.76620001,-0.0361,0.0393,-0.009,0.013,0.015
2.0,0.64029998,-0.76620001,-0.0361,0.0394,-0.011,0.01,0.016
2.0,0.64039999,-0.76609999,-0.0361,0.0395,-0.007,-0.002,0.013
2.0,0.64039999,-0.76609999,-0.0359,0.0396,-0.002,-0.011,0.011
2.0,0.64039999,-0.76609999,-0.0358,0.0397,-0.008,-0.014,0.003
2.0,0.64039999,-0.76609999,-0.0358,0.0398,-0.02,-0.014,0.001
2.0,0.64029998,-0.76609999,-0.0357,0.0399,-0.03,-0.01,0.004
2.0,0.64029998,-0.76620001,-0.0357,0.0401,-0.037,-0.001,0.006
2.0,0.64019996,-0.76620001,-0.0355,0.0404,-0.04,0.005,0.01
2.0,0.6401,-0.76629996,-0.0352,0.0408,-0.032,0.007,0.013
2.0,0.63999999,-0.76639998,-0.0347,0.0412,-0.016,0.005,0.016
2.0,0.63989997,-0.7665,-0.0341,0.0417,-0.003,0.005,0.013
2.0,0.63980001,-0.7665,-0.0336,0.0422,0.005,0.001,0.011
2.0,0.6397,-0.76659995,-0.0331,0.0427,0.013,0.003,0.01
2.0,0.63959998,-0.76669997,-0.0327,0.0431,0.019,0.004,0.008
