Var1_1,Var1_2,Var1_3,Var1_4
0.00313794152899075,-0.00274766504679614,-0.00449221936644095,-0.000166285486569939
0.0011388362574604,-0.00160171953839359,-0.00359166334861538,-0.000148954853138678
-0.000453947661700829,-0.000472507436787135,-0.00265848534083146,-0.000140296459733208
-0.00169101758115529,0.000433303126669306,-0.00168918338610619,-0.000131642682738103
-0.00234995972270165,0.000941998711814145,-0.000456563317051739,-0.000134077682795636
-0.00193462507784307,0.00126555891034832,0.000646929956808873,7.55739068346861e-05
-0.00118264870826337,0.00119532616256207,0.001718204887801,9.28828131077919e-05
-4.26689286552179e-05,0.000895520024363342,0.00263652385666135,0.000110173225810695
0.00105926503269378,0.000404399109213076,0.00355857560233053,0.000116514117185607
0.00231882486117455,-0.000314214022993396,0.00432788045544452,0.000326113102037229
0.00344268992329515,-0.00123860281506973,0.00491552280560714,0.000332533609340963
0.00442375186421949,-0.00237060755275289,0.00563668279330698,0.000533500080307669
0.00558867225248591,-0.00329289779185752,0.00622493342556912,0.000539989551134185
0.00673643456243316,-0.0044148100603364,0.00682689610652415,0.000548648850054151
0.00791516893659045,-0.00571854297786715,0.00749772138055366,0.000537860697559372
0.00904387281714892,-0.00702988674710102,0.00795129960801166,0.000527067888005994
0.0105487610503526,-0.00817585532675303,0.00835927250434493,0.000516270422132009
0.0116658059473581,-0.00953887086850492,0.00888450862514212,0.000505468300675993
0.0127896389665025,-0.0109018622004157,0.00921404669009179,0.000293591048914993
0.0137125691209325,-0.0120551717623852,0.0098427144504738,8.16749716028575e-05
0.0144398144376999,-0.0133995103681532,0.0100916075524824,-0.000139125744318236
0.0149733330725388,-0.0145325797206194,0.0104729785341497,-0.000552411899905375
0.0155543605641936,-0.0154868408964425,0.010558288844462,-0.000782285377596781
0.0159490119301438,-0.0162457183021718,0.0107574559191153,-0.00120473445658473
0.0163765425160839,-0.0171888370656021,0.0108929921098625,-0.00144392224000797
0.0165667933979853,-0.0181221452856529,0.0109604152635797,-0.00167433840896564
0.0171918851855031,-0.0188512950817498,0.010896923672122,-0.00189594464781151
0.0177603999014085,-0.0195861143784019,0.0110297015590013,-0.00209736677854777
0.0180970869851754,-0.0205408643281565,0.0108304790615151,-0.00209962510755674
0.0184247505577849,-0.0213414158125239,0.0104799057571379,-0.00229206566794485
0.0187632727165009,-0.0223171292063499,0.0103611575995608,-0.00228305740890655
0.0192970788888525,-0.0230934798631092,0.0100790208312041,-0.00228305740890655
0.019635687308573,-0.0238801335407368,0.0098436782331493,-0.00226505459130094
0.0199772681509516,-0.0244575833899819,0.00962267999969624,-0.00225606003407755
0.0199328761444376,-0.0252543002048688,0.00950344291801497,-0.00224488743156592
0.0197066548447966,-0.0256726944032441,0.00949829320302914,-0.00223591728005526
0.0195367774363904,-0.0260910486000784,0.00944635784013054,-0.00203450033903119
0.019174716894788,-0.0265093437139069,0.00952648984526205,-0.00202825101181628
0.0188051361973319,-0.0265193314710748,0.00965686669820209,-0.00201931936073396
0.0186832042122423,-0.0265293751356273,0.00962405669012162,-0.00199044656778674
0.0187460045501385,-0.02655938724918,0.00978782009557672,-0.00196376605053877
0.018760841451696,-0.0265996181662156,0.00970104523151699,-0.00194600193567937
0.0188314264451566,-0.0268492392949128,0.00968342292781821,-0.0019173764078842
0.0186528490048735,-0.027114233611878,0.0098479309048583,-0.00209214775922295
0.0184713591388986,-0.0269968690877107,0.0100458468748871,-0.00207448144835781
0.018472827458106,-0.0271096889850896,0.010276527013636,-0.00226133815757845
0.0175451183977681,-0.026819985855434,0.0102934649687751,-0.00263749615859613
0.0172066453871829,-0.0265478551334518,0.0104082622634591,-0.00283192720507788
0.016481275215272,-0.026064877752442,0.0105918954294936,-0.00321698350935903
0.0155623946794061,-0.0257834000336548,0.0106585645432816,-0.00340953268412958
0.0143030797495995,-0.0252806437708465,0.0110731064839736,-0.00383681364538535
0.0130344453687895,-0.0247868876330756,0.0112725818783638,-0.00422195025470615
0.0116202313146375,-0.0241084539946702,0.0114058554288189,-0.00440573924463469
0.0103948166201335,-0.0234257219922223,0.0113392073739376,-0.00480170680933159
0.00892445661251044,-0.0227376451646564,0.0113750291031197,-0.00498550819085058
0.00769716232691219,-0.0218432572113837,0.0113592766685495,-0.00540398880344534
0.0064259891374927,-0.0211434114321607,0.0111441401520472,-0.00559667381708903
0.00539096364751191,-0.0202559417054632,0.0109465143003072,-0.00578933417230884
0.00411350617693081,-0.0195690296149722,0.0106979843198049,-0.00599271405186555
0.00302911572163934,-0.01907840782685,0.0103518629441308,-0.00619426934768594
0.00213790185612844,-0.0185878067420875,0.0101875190079335,-0.00638698794713058
0.00139528437630002,-0.0182757582057184,0.00979062313919521,-0.00657973965360109
0.0010492490076181,-0.0179535136526915,0.00939378995983042,-0.00676362229168093
0.00108169612499887,-0.0178250984046678,0.00914520689000659,-0.00676362229168093
0.0010665090428592,-0.017670622715664,0.00893007507198018,-0.00696522670169447
0.00109874703855199,-0.0177204434930276,0.00849981123834992,-0.00698754301668719
0.00147744002217361,-0.0177704419633072,0.00836887904198919,-0.00719100142220019
0.00161180816813677,-0.0179982146755316,0.0080713933027346,-0.00738378961897582
0.00179672101137433,-0.0182303831845047,0.00770823219106792,-0.00738378961897582
0.00197847808807108,-0.0184516329845048,0.00752666910656369,-0.00777820844275839
0.00201967805187384,-0.0188571509273711,0.00731157286258477,-0.00797101710269058
0.00185758480890108,-0.019067498128604,0.00709648611457481,-0.00817271908524803
0.00169841334659065,-0.0192845961975034,0.006881384025959,-0.00836553437974219
0.00154842365103727,-0.0195059080484126,0.00686495901781753,-0.00855838267908077
0.00120438270588628,-0.0195346747765373,0.00664985398648471,-0.00875124468989055
0.00103861797818749,-0.0195456429526641,0.0063375182644097,-0.00895297890270208
0.000872633218014181,-0.0197409831179841,0.00594098178578673,-0.00918762573651832
0.000699949885124992,-0.0195525658660815,0.00575953371407467,-0.0093804876188234
0.000474171644671333,-0.0195635522044228,0.00534432165067206,-0.00957338245250289
0.000257654297179312,-0.0197919458511862,0.00494785205294274,-0.00979486764266504
-9.67095073086677e-05,-0.0198139518295745,0.00468427848662512,-0.010016478852723
-0.000639317039826059,-0.019625546098088,0.00456852051317314,-0.0102183200850151
-0.00123450742030516,-0.0196475456612228,0.00427146258225847,-0.0102381581261315
-0.00178087665715603,-0.0194552867467508,0.00407193025640756,-0.0104400551050692
-0.00215200154225614,-0.0192741013787452,0.00377514807917351,-0.0106529093328494
-0.00232333120193809,-0.0190857204315289,0.00345944664878606,-0.0106618966426165
-0.00249848438175584,-0.0188863022015144,0.00316278148250426,-0.0108748302746462
-0.00290711179139432,-0.0188863022015144,0.00268477302166081,-0.0108948543270054
-0.00312510036186722,-0.0188790688677355,0.0023191808504654,-0.0111059182448116
-0.00353031392259599,-0.0186686326603222,0.00180788556234956,-0.0111260365488484
-0.0039392131230603,-0.0184538510979338,0.00126323340451318,-0.0111351065202276
-0.00435185981001185,-0.0184428386399841,0.000702528575596439,-0.0113371322881198
-0.00453030920254852,-0.0182143025685119,0.000191703778037122,-0.0113573447979894
-0.00494326593687006,-0.0181852840046409,-0.000153662534408405,-0.0115594260561463
-0.00515817440140656,-0.0179569662971608,-0.000630678350265423,-0.0117726992700628
-0.00522395002074345,-0.0179215027974624,-0.000945813625891634,-0.0119748478672151
-0.00542958674978994,-0.017860041978677,-0.00129061864450314,-0.0121769724691894
-0.00544258687115191,-0.0177922357452864,-0.00161940427632606,-0.0123791309551469
-0.00549519955755765,-0.0177358044658934,-0.00191466250612854,-0.0125721708494855
-0.00531363765638988,-0.0176969113676691,-0.00206390178369359,-0.0127743750382114
-0.00532104239634276,-0.0176473352074512,-0.00237460968253517,-0.0127835108871925
-0.00532104239634276,-0.0176026913343001,-0.00263620152537319,-0.0129765551357886
-0.00556989667546413,-0.0175476640012448,-0.00275176472745264,-0.0129856936745675
-0.00537536286009973,-0.0176875122867459,-0.00301530773797781,-0.0131674802901848
-0.00542042149380427,-0.017649601981958,-0.00301530773797781,-0.0131583632457536
-0.00503135800054232,-0.0178326729481822,-0.00321223095407464,-0.0131583632457536
-0.00488551042653368,-0.0178270942080273,-0.00340916314169815,-0.0133527706152506
-0.00454147747701614,-0.0180209697705122,-0.00339574856036062,-0.0133436857641263
-0.00419745002674499,-0.018214883030247,-0.00374065111612393,-0.0133234080156556
-0.00403878055467062,-0.0184142947498015,-0.0038751941538655,-0.0133052996933259
-0.00407683064389668,-0.0186295163956253,-0.00420662943262079,-0.0132962520501891
-0.00430946569071932,-0.0188395612440963,-0.004370286440398,-0.0132781698033113
-0.00453307506044899,-0.0192435150230097,-0.00417568406492558,-0.0132601049467417
-0.00456577055913727,-0.0193950601227174,-0.0041582163479858,-0.013253076224553
-0.00474986904109332,-0.0196880849501345,-0.00391041694585492,-0.01307100587237
-0.00492490648993751,-0.0199301642995715,-0.00371185215849529,-0.01307100587237
-0.00489854273440296,-0.0203827518995085,-0.00331617874358375,-0.013061947378696
-0.00485974620385612,-0.0208533862984821,-0.00310167627069063,-0.0132459899250243
-0.00496953998662142,-0.0209408630670559,-0.00292043832621619,-0.013401050557537
-0.00492720532502283,-0.0212433170239241,-0.00268991757131615,-0.0135978593369123
-0.00489531140651337,-0.0211569990614156,-0.00253815710393801,-0.0137928273450754
-0.0050667435487638,-0.0212878479012763,-0.00235686042655625,-0.0139769558354845
-0.00543933720413464,-0.0214325224079959,-0.00201027740019394,-0.0143831734623901
-0.00600267134644894,-0.0215848336014588,-0.00181181752960896,-0.0147785616927775
-0.00670661927003138,-0.0219311465612034,-0.00156411375359078,-0.0149917031067477
-0.00746029792503505,-0.0220639229907474,-0.00133602252489418,-0.0155928809568097
-0.00816710720094194,-0.0219798504372829,-0.00115466405812137,-0.01597937282163
-0.00868671249217237,-0.0219164520030303,-0.00100302438524857,-0.016163615496651
-0.0090246042277842,-0.0218838190395108,-0.00106935077019987,-0.0165701042266313
-0.00931937994638354,-0.0218838190395108,-0.0012345972029692,-0.0169567460131592
-0.00931937994638354,-0.0217150470182939,-0.00153444775546613,-0.017180441056598
-0.00927636861308365,-0.0219550244231058,-0.00180090129289862,-0.0175780142312104
-0.00908971876553773,-0.0222153302507865,-0.0019844013367763,-0.0179738214640311
-0.00871409148461832,-0.0226671582496561,-0.00218363759004042,-0.0181781081010112
-0.00858302469703327,-0.023139606519846,-0.00241586692077012,-0.018371495113264
-0.00820204108591874,-0.0236076511645246,-0.00251636522787346,-0.018573988890033
