SensorId, QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g)
2.0,0.63839996,-0.76669997,-0.0105,0.0656,-0.015,0.005,0.01
2.0,0.63839996,-0.76669997,-0.0106,0.0658,-0.013,-0.006,0.01
2.0,0.63839996,-0.76669997,-0.0106,0.066,-0.007,-0.007,0.004
2.0,0.6383,-0.76679999,-0.0105,0.0662,0.002,-0.005,-0.003
2.0,0.63809997,-0.7669,-0.0105,0.0664,0.008,-0.001,-0.009
2.0,0.63800001,-0.76699996,-0.0105,0.06659999,0.012,-0.002,-0.009
2.0,0.63789999,-0.76699996,-0.0105,0.06659999,0.011,0.0,-0.009
2.0,0.63789999,-0.76709998,-0.0106,0.0667,0.007,0.004,-0.008
2.0,0.63779998,-0.76709998,-0.0107,0.0667,0.009,0.005,-0.006
2.0,0.63779998,-0.76709998,-0.0108,0.06659999,0.02,0.004,-0.004
2.0,0.63779998,-0.76709998,-0.0109,0.06659999,0.024,0.008,-0.002
2.0,0.63789999,-0.76709998,-0.011,0.0665,0.019,0.011,0.0
2.0,0.63800001,-0.76699996,-0.0111,0.0664,0.016,0.004,0.001
2.0,0.63800001,-0.76699996,-0.0111,0.0664,0.012,-0.002,0.005
2.0,0.63800001,-0.76699996,-0.0111,0.0665,0.007,-0.004,0.003
2.0,0.63800001,-0.76699996,-0.011,0.06659999,0.008,-0.004,0.0
2.0,0.63800001,-0.76699996,-0.0109,0.06659999,0.014,0.0,0.0
2.0,0.63789999,-0.76709998,-0.0108,0.06659999,0.011,0.0,-0.002
2.0,0.63779998,-0.76709998,-0.0109,0.06659999,0.003,0.0,-0.005
2.0,0.63779998,-0.76719999,-0.0109,0.0665,0.003,0.0,-0.004
2.0,0.63769996,-0.76719999,-0.0109,0.0664,0.002,-0.001,-0.005
2.0,0.63769996,-0.76719999,-0.0109,0.0664,0.0,0.0,-0.002
2.0,0.63779998,-0.76719999,-0.011,0.0664,0.0,0.002,0.002
2.0,0.63789999,-0.76709998,-0.011,0.0663,-0.004,0.003,0.008
2.0,0.63800001,-0.76699996,-0.0111,0.0664,-0.01,0.001,0.013
2.0,0.63800001,-0.7669,-0.011,0.0664,-0.014,0.006,0.015
2.0,0.63809997,-0.7669,-0.0108,0.0665,-0.013,0.007,0.015
2.0,0.63800001,-0.76699996,-0.0107,0.0667,-0.014,0.007,0.015
2.0,0.63800001,-0.76699996,-0.0104,0.0669,-0.019,0.006,0.014
2.0,0.63789999,-0.76699996,-0.0102,0.0671,-0.022,0.001,0.016
2.0,0.63779998,-0.76709998,-0.01,0.0673,-0.02,-0.003,0.014
2.0,0.63769996,-0.76709998,-0.0097,0.0676,-0.013,-0.006,0.01
2.0,0.6376,-0.76730001,-0.0093,0.0679,-0.004,-0.004,0.003
2.0,0.63739997,-0.76739997,-0.009,0.0682,0.001,0.0,0.001
2.0,0.6372,-0.76749998,-0.0087,0.0685,0.004,0.004,0.003
2.0,0.63709998,-0.7676,-0.0084,0.0687,0.005,0.005,0.004
2.0,0.63699996,-0.7676,-0.008,0.0689,0.005,0.003,0.002
2.0,0.63690001,-0.76769996,-0.0077,0.0691,0.007,0.002,0.0
2.0,0.63679999,-0.76779997,-0.0074,0.0693,0.008,0.002,-0.001
2.0,0.63669997,-0.76779997,-0.0071,0.0694,0.006,0.001,0.0
2.0,0.63669997,-0.76789999,-0.0069,0.0695,0.001,0.003,0.002
2.0,0.63659996,-0.76789999,-0.0066,0.0696,-0.003,0.003,0.006
2.0,0.6365,-0.76800001,-0.0063,0.0698,-0.002,0.003,0.007
2.0,0.63639998,-0.76800001,-0.0059,0.07,0.002,0.005,0.004
2.0,0.63629997,-0.76809996,-0.0054,0.0703,0.004,0.004,0.002
2.0,0.63609999,-0.76819998,-0.005,0.0706,0.002,0.004,0.002
2.0,0.63599998,-0.7683,-0.0045,0.0709,0.0,0.001,0.0
2.0,0.63589996,-0.76839995,-0.0041,0.0711,-0.005,-0.002,0.0
2.0,0.6358,-0.76839995,-0.0036,0.0714,-0.006,-0.003,0.0
2.0,0.63569999,-0.76849997,-0.0032,0.0717,-0.003,-0.001,-0.005
2.0,0.63559997,-0.76849997,-0.0028,0.0719,0.0,0.001,-0.005
2.0,0.63559997,-0.76859999,-0.0025,0.0721,0.001,0.003,-0.005
2.0,0.63549995,-0.76859999,-0.0022,0.07229999,0.002,0.002,-0.003
2.0,0.6354,-0.7687,-0.0019,0.0724,0.002,0.003,-0.002
2.0,0.63529998,-0.7687,-0.0017,0.0726,0.002,0.0,0.0
2.0,0.63529998,-0.76879996,-0.0014,0.0727,0.009,0.0,-0.002
2.0,0.63519996,-0.76879996,-0.0012,0.0727,0.015,0.001,-0.004
2.0,0.63519996,-0.76889998,-0.0009,0.0726,0.018,0.001,-0.004
2.0,0.63510001,-0.76889998,-0.0009,0.0724,0.013,0.003,-0.002
2.0,0.63510001,-0.76889998,-0.0009,0.07229999,0.008,0.005,0.002
2.0,0.63519996,-0.76889998,-0.001,0.0721,0.004,0.004,0.003
2.0,0.63519996,-0.76889998,-0.001,0.0719,0.006,0.002,0.002
2.0,0.63519996,-0.76889998,-0.0011,0.0717,0.007,0.001,0.0
2.0,0.63519996,-0.76889998,-0.0012,0.0715,0.006,0.003,-0.002
2.0,0.63519996,-0.76889998,-0.0014,0.0712,0.002,0.005,-0.003
2.0,0.63529998,-0.76889998,-0.0016,0.0709,-0.002,0.004,0.0
2.0,0.63529998,-0.76889998,-0.0018,0.0707,-0.005,0.003,0.003
2.0,0.6354,-0.76889998,-0.002,0.0704,-0.007,0.004,0.004
2.0,0.6354,-0.76889998,-0.0022,0.0702,-0.007,0.002,0.005
2.0,0.6354,-0.76889998,-0.0024,0.07,-0.006,0.001,0.004
2.0,0.63549995,-0.76879996,-0.0025,0.0699,-0.004,0.0,0.004
2.0,0.63549995,-0.76879996,-0.0027,0.0697,-0.004,-0.004,0.001
2.0,0.63549995,-0.76879996,-0.0029,0.0695,-0.004,-0.003,0.0
2.0,0.63559997,-0.76879996,-0.003,0.0693,-0.003,0.0,0.0
2.0,0.63559997,-0.76879996,-0.0032,0.069,-0.002,-0.001,0.001
2.0,0.63559997,-0.76879996,-0.0034,0.06879999,-0.002,0.0,0.003
2.0,0.63569999,-0.76879996,-0.0036,0.0685,-0.005,0.006,0.004
2.0,0.6358,-0.76879996,-0.0037,0.0683,-0.009,0.007,0.007
2.0,0.6358,-0.7687,-0.0038,0.068,-0.009,0.005,0.01
2.0,0.63589996,-0.7687,-0.0039,0.0679,-0.007,0.007,0.011
2.0,0.63599998,-0.76859999,-0.0039,0.0678,-0.005,0.005,0.012
2.0,0.63599998,-0.76859999,-0.0038,0.0677,-0.001,0.004,0.01
2.0,0.63609999,-0.76849997,-0.0037,0.0676,0.001,0.004,0.009
2.0,0.63620001,-0.76849997,-0.0037,0.0675,0.0,0.002,0.008
2.0,0.63629997,-0.76839995,-0.0037,0.0674,-0.005,0.0,0.01
2.0,0.63639998,-0.7683,-0.0037,0.0673,-0.011,0.001,0.011
2.0,0.6365,-0.7683,-0.0038,0.0672,-0.015,0.003,0.01
2.0,0.63659996,-0.76819998,-0.0039,0.067,-0.013,0.004,0.013
2.0,0.63659996,-0.76809996,-0.004,0.0669,-0.012,0.005,0.014
2.0,0.63679999,-0.76809996,-0.0041,0.0668,-0.011,0.001,0.014
2.0,0.63690001,-0.76800001,-0.0043,0.06659999,-0.009,0.0,0.015
2.0,0.63690001,-0.76789999,-0.0044,0.0665,-0.01,-0.003,0.013
2.0,0.63699996,-0.76789999,-0.0045,0.0663,-0.009,-0.003,0.01
2.0,0.63699996,-0.76789999,-0.0046,0.0662,-0.004,0.0,0.006
2.0,0.63699996,-0.76789999,-0.0046,0.0661,0.0,0.001,0.001
2.0,0.63699996,-0.76789999,-0.0047,0.066,-0.001,0.001,-0.002
2.0,0.63699996,-0.76800001,-0.0047,0.0659,-0.001,0.0,-0.002
2.0,0.63699996,-0.76800001,-0.0048,0.0657,0.0,0.0,-0.002
2.0,0.63699996,-0.76800001,-0.0048,0.0655,0.002,0.0,-0.002
2.0,0.63699996,-0.76800001,-0.0048,0.0653,0.007,0.0,-0.003
2.0,0.63699996,-0.76800001,-0.0047,0.0651,0.009,0.003,-0.002
2.0,0.63709998,-0.76789999,-0.0047,0.065,0.007,0.006,0.001
2.0,0.6372,-0.76789999,-0.0046,0.0649,0.003,0.003,0.004
2.0,0.6372,-0.76789999,-0.0045,0.0648,0.002,0.004,0.005
2.0,0.6372,-0.76779997,-0.0043,0.0647,0.002,0.005,0.003
2.0,0.6372,-0.76779997,-0.004,0.0647,0.007,0.003,0.001
2.0,0.6372,-0.76779997,-0.0037,0.0647,0.009,0.002,0.001
2.0,0.6372,-0.76779997,-0.0034,0.0647,0.011,0.002,-0.001
2.0,0.6372,-0.76789999,-0.0031,0.0646,0.008,0.0,0.0
2.0,0.6372,-0.76789999,-0.0029,0.0646,0.003,0.0,-0.002
2.0,0.6372,-0.76789999,-0.0027,0.0645,-0.002,0.001,-0.002
2.0,0.63729995,-0.76779997,-0.0025,0.06439999,-0.005,0.001,0.0
2.0,0.63729995,-0.76779997,-0.0023,0.06439999,-0.007,0.001,0.001
2.0,0.63729995,-0.76779997,-0.002,0.0645,-0.003,0.0,0.002
2.0,0.63729995,-0.76779997,-0.0017,0.0646,0.002,0.002,0.003
2.0,0.63729995,-0.76779997,-0.0014,0.0646,0.006,0.002,0.002
2.0,0.63729995,-0.76779997,-0.0011,0.0647,0.006,0.005,0.0
2.0,0.63739997,-0.76769996,-0.0008,0.0647,0.003,0.004,0.003
2.0,0.63739997,-0.76769996,-0.0005,0.0648,0.003,0.0,0.007
2.0,0.63749999,-0.7676,-0.0002,0.0649,0.004,0.0,0.007
2.0,0.63749999,-0.7676,0.0,0.065,0.007,0.002,0.009
2.0,0.63749999,-0.7676,0.0003,0.0651,0.006,0.002,0.006
2.0,0.63749999,-0.7676,0.0006,0.0652,0.012,0.004,0.004
2.0,0.63749999,-0.7676,0.0009,0.0654,0.015,0.003,0.001
2.0,0.63739997,-0.7676,0.0012,0.0654,0.013,0.002,-0.002
2.0,0.63739997,-0.7676,0.0014,0.0654,0.016,0.002,-0.003
2.0,0.63739997,-0.7676,0.0017,0.0654,0.018,0.002,-0.001
2.0,0.63749999,-0.7676,0.0019,0.0652,0.017,0.003,0.001
2.0,0.6376,-0.76749998,0.002,0.0651,0.015,0.003,0.004
2.0,0.63769996,-0.76749998,0.0021,0.065,0.009,0.004,0.007
2.0,0.63779998,-0.76739997,0.0021,0.0649,0.002,0.004,0.01
2.0,0.63779998,-0.76730001,0.0022,0.0648,0.0,0.005,0.012
2.0,0.63789999,-0.76730001,0.0022,0.0648,-0.003,0.005,0.013
2.0,0.63800001,-0.76719999,0.0023,0.0648,-0.004,0.005,0.013
2.0,0.63809997,-0.76719999,0.0023,0.0648,-0.006,0.003,0.012
2.0,0.63809997,-0.76709998,0.0023,0.0649,-0.004,0.0,0.01
2.0,0.63809997,-0.76709998,0.0024,0.0649,0.0,0.0,0.007
2.0,0.63800001,-0.76719999,0.0026,0.065,0.003,0.001,0.004
2.0,0.63800001,-0.76719999,0.0027,0.065,0.006,0.002,0.003
2.0,0.63800001,-0.76719999,0.0028,0.065,0.006,0.002,0.002
2.0,0.63800001,-0.76719999,0.0028,0.0649,0.002,0.003,0.003
2.0,0.63800001,-0.76719999,0.0028,0.0649,-0.001,0.003,0.003
2.0,0.63809997,-0.76709998,0.0028,0.0648,0.0,0.0,0.005
2.0,0.63809997,-0.76709998,0.0028,0.0647,0.001,0.0,0.003
2.0,0.63809997,-0.76709998,0.0028,0.0646,0.0,0.002,0.003
2.0,0.63819999,-0.76709998,0.0027,0.0645,-0.001,0.001,0.003
2.0,0.63819999,-0.76709998,0.0027,0.0645,-0.005,0.003,0.006
2.0,0.63819999,-0.76699996,0.0026,0.06439999,-0.008,0.003,0.008
2.0,0.6383,-0.76699996,0.0025,0.06439999,-0.008,0.004,0.008
2.0,0.6383,-0.76699996,0.0025,0.06439999,-0.008,0.001,0.008
2.0,0.6383,-0.76699996,0.0026,0.06439999,-0.005,0.001,0.007
2.0,0.6383,-0.76699996,0.0027,0.06439999,-0.003,0.0,0.007
