,loss,accuracy,binary_accuracy,categorical_accuracy,val_loss,val_accuracy,val_binary_accuracy,val_categorical_accuracy
71,0.17279712855815887,0.9064227938652039,0.5,0.9102509617805481,0.1708826720714569,0.908730149269104,0.5,0.9226190447807312
72,0.17253197729587555,0.9115270376205444,0.5,0.9264143109321594,0.16801689565181732,0.9027777910232544,0.5,0.8650793433189392
73,0.1788301318883896,0.9013186097145081,0.5,0.8660144805908203,0.17221808433532715,0.9057539701461792,0.5,0.8859127163887024
74,0.16978108882904053,0.906848132610321,0.5,0.8672904968261719,0.1605815291404724,0.9107142686843872,0.5,0.8789682388305664
75,0.17558689415454865,0.9098256230354309,0.5,0.8966397047042847,0.15853771567344666,0.9176587462425232,0.5,0.8998016119003296
76,0.1621684730052948,0.9179072976112366,0.5,0.9132283926010132,0.15500447154045105,0.9265872836112976,0.5,0.9126983880996704
77,0.17576728761196136,0.9085495471954346,0.5,0.9098256230354309,0.16001848876476288,0.9236111044883728,0.5,0.891865074634552
78,0.15104718506336212,0.9196086525917053,0.5,0.9149298071861267,0.153056800365448,0.91567462682724,0.5,0.9414682388305664
79,0.14820349216461182,0.9298170804977417,0.5,0.921735405921936,0.13967661559581757,0.932539701461792,0.5,0.898809552192688
80,0.1408606469631195,0.9340705871582031,0.5,0.9208847284317017,0.13973206281661987,0.9335317611694336,0.5,0.8958333134651184
81,0.13255199790000916,0.9357720017433167,0.5,0.9106763005256653,0.1262350231409073,0.9394841194152832,0.5,0.8759920597076416
82,0.11441129446029663,0.9438536763191223,0.5,0.8974904417991638,0.10394581407308578,0.9484127163887024,0.5,0.898809552192688
83,0.12236057221889496,0.9442790150642395,0.5,0.8877073526382446,0.1264820545911789,0.942460298538208,0.5,0.9107142686843872
84,0.11546725779771805,0.9498085975646973,0.5,0.9051467180252075,0.10400902479887009,0.9484127163887024,0.5,0.8928571343421936
85,0.09116751700639725,0.9634197950363159,0.5,0.8881326913833618,0.07028649747371674,0.983134925365448,0.5,0.8561508059501648
86,0.0960090309381485,0.9544874429702759,0.5,0.8843045234680176,0.1128472238779068,0.9404761791229248,0.5,0.9166666865348816
87,0.08454278111457825,0.9651212096214294,0.5,0.888983428478241,0.0665346160531044,0.97817462682724,0.5,0.8670634627342224
88,0.11076203733682632,0.9549127817153931,0.5,0.8838791847229004,0.15986639261245728,0.9077380895614624,0.5,0.879960298538208
89,0.11422479152679443,0.9476818442344666,0.5,0.8902594447135925,0.0903802290558815,0.9523809552192688,0.5,0.9047619104385376
90,0.08094052970409393,0.9651212096214294,0.5,0.8770735859870911,0.08506925404071808,0.95932537317276,0.5,0.8998016119003296
91,0.09693680703639984,0.9557635188102722,0.5,0.883028507232666,0.14520104229450226,0.9335317611694336,0.5,0.9295634627342224
92,0.07704027742147446,0.9655465483665466,0.5,0.8860059380531311,0.09291128069162369,0.9533730149269104,0.5,0.8263888955116272
93,0.09716834872961044,0.9587409496307373,0.5,0.8877073526382446,0.09334203600883484,0.9642857313156128,0.5,0.8849206566810608
94,0.07419299334287643,0.97022545337677,0.5,0.8762229084968567,0.09652452170848846,0.949404776096344,0.5,0.8759920597076416
95,0.07844002544879913,0.9638451933860779,0.5,0.8826031684875488,0.07653037458658218,0.9573412537574768,0.5,0.9017857313156128
96,0.07475753128528595,0.9680987000465393,0.5,0.8851552605628967,0.08568350970745087,0.9583333134651184,0.5,0.8908730149269104
97,0.07735835760831833,0.9625691175460815,0.5,0.8804764151573181,0.06214714050292969,0.9811508059501648,0.5,0.8561508059501648
98,0.05924548581242561,0.976180374622345,0.5,0.8813270926475525,0.10085946321487427,0.9533730149269104,0.5,0.8819444179534912
99,0.05900433659553528,0.9753296375274658,0.5,0.883028507232666,0.09070505201816559,0.9513888955116272,0.5,0.8998016119003296
